staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date
Cember Hardison,1350,PRN20110001,1832M1,Regular-Significant Revision ,Harvest Four Corners LLC,Trunk B Compressor Station,7/5/2011 7:35,,7/27/2011 14:46,10/25/2011 0:00,10/25/2011 0:00,10/21/2011 17:14,,,1/3/2018 16:36
Trais Kliphuis,1352,PRN20030001,1894R1,Administrative Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,6/12/2003 9:47,,,7/16/2003 0:00,7/16/2003 0:00,6/18/2003 10:50,,,12/28/2018 15:26
Kerry Carr,1352,PRN20040001,18942R2,Administrative Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,11/17/2004 10:26,,,,,12/7/2004 10:26,,,12/28/2018 15:26
Marilynn Miller,1352,PRN20060001,1894M1R1,Administrative Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,8/23/2006 14:02,,,,,9/6/2006 12:58,,,12/28/2018 15:25
Teri Waldron,1352,PRN20140001,1894M2R1,Administrative Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,4/1/2014 12:26,,,5/1/2014 0:00,5/1/2014 0:00,4/23/2014 12:26,,,12/28/2018 15:23
Arianna Espinoza,1352,PRN20180001,1894M2R2,Administrative Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,10/25/2018 9:50,,,11/24/2018 0:00,11/24/2018 0:00,12/19/2018 10:19,,,12/28/2018 15:23
Arianna Espinoza,1352,PRN20180002,1894M2R3,Administrative Revision ,Harvest Four Corners LLC,Harvest - Kernaghan Compressor Station,12/28/2018 14:06,,,1/27/2019 0:00,1/27/2019 0:00,,,,12/28/2018 15:28
Kerwin Singleton,1352,PRN20050001,1894M1,Regular-Significant Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,10/17/2005 15:13,,11/10/2005 15:21,2/8/2006 0:00,2/8/2006 0:00,2/2/2006 10:52,,,12/28/2018 15:25
Sandy Spon,1352,PRN20100001,1894M2,Regular-Significant Revision ,Harvest Four Corners LLC,Kernaghan Compressor Station,11/2/2010 7:39,,12/2/2010 8:59,3/2/2011 0:00,3/2/2011 0:00,3/1/2011 7:46,,,12/28/2018 15:24
Kerry Carr,1353,PRN20110001,1902R1,Administrative Revision ,Hilcorp Energy Company,State Com No12 Compressor Station,8/2/2011 12:01,,,9/1/2011 0:00,9/1/2011 0:00,8/16/2011 15:48,,,
Denise Huff,1353,PRN20170001,1902R2,Administrative Revision ,Hilcorp Energy Company,State Com No12 Compressor Station,9/1/2017 17:08,,,10/1/2017 0:00,10/1/2017 0:00,11/16/2017 17:08,,,
Scott Anderson,1355,PRN20020001,1905R2,Administrative Revision ,ConocoPhillips - San Juan Business Unit,Conoco - 28-7 Well 55a Compressor Station,4/1/2002 0:00,,,8/29/2002 0:00,8/29/2002 0:00,4/30/2002 0:00,,,5/12/2014 17:12
Teri Waldron,1355,PRN20140001,1905R3,Administrative Revision ,ConocoPhillips - San Juan Business Unit,San Juan 28-7 Well 55a Compressor Station,5/8/2014 17:02,,,6/7/2014 0:00,6/7/2014 0:00,,,,5/12/2014 17:03
Teri Waldron,1364,PRN20100001,1973M3R1,Administrative Revision ,SIMCOE LLC,BP America Production  - Caterpillar G3406 NSR-1973 (13 packages),9/9/2010 17:29,,,10/9/2010 0:00,10/9/2010 0:00,9/16/2010 10:32,,,
Kerry Carr,1364,PRN20110001,1973M3R2,Administrative Revision ,SIMCOE LLC,BP America Production  - Caterpillar G3406 NSR-1973 (13 packages),10/27/2011 16:14,,,11/26/2011 0:00,11/26/2011 0:00,11/16/2011 10:11,,,
Leslee Kimbrell,1364,PRN20200001,1793M4R1,Administrative Revision ,SIMCOE LLC,SIMCOE  - Caterpillar G3406 NSR-1973 (13 packages),11/25/2020 15:50,,,12/25/2020 0:00,12/25/2020 0:00,12/29/2020 15:50,,,
Kathleen Primm,1364,PRN20120001,1973M4,Streamline Level 1-Revision,SIMCOE LLC,BP America Production  - Caterpillar G3406 NSR-1973 (13 packages),2/1/2012 7:26,2/21/2012 8:31,6/14/2012 9:57,7/14/2012 0:00,7/14/2012 0:00,7/11/2012 9:38,,,
Teri Waldron,1367,PRN20140001,2004M4R1,Administrative Revision ,Harvest Four Corners LLC,Rosa No1 Compressor Station,4/1/2014 16:56,,,5/1/2014 0:00,5/1/2014 0:00,5/1/2014 16:56,,,
Teri Waldron,1367,PRN20140002,2004M4R2,Administrative Revision ,Harvest Four Corners LLC,Rosa No1 Compressor Station,10/30/2014 9:17,,,11/29/2014 0:00,11/29/2014 0:00,11/18/2014 13:50,,,
Teri Waldron,1367,PRN20150001,2004M4R3,Administrative Revision ,Harvest Four Corners LLC,Rosa No1 Compressor Station,8/21/2015 12:06,,,9/20/2015 0:00,9/20/2015 0:00,8/26/2015 11:24,,,
Kirby Olson,1367,PRN20180001,2004M4R3,Administrative Revision ,Harvest Four Corners LLC,Williams - Rosa No1 Compressor Station,7/20/2018 9:39,,,8/19/2018 0:00,8/19/2018 0:00,8/17/2018 16:12,,,
Tasha Burns,1367,PRN20180002,2004M4R4,Administrative Revision ,Harvest Four Corners LLC,Williams - Rosa No1 Compressor Station,8/24/2018 15:45,,,9/23/2018 0:00,9/23/2018 0:00,9/21/2018 16:11,,,
Arianna Espinoza,1367,PRN20180003,2004M4R5,Administrative Revision ,Harvest Four Corners LLC,Harvest - Rosa No1 Compressor Station,10/25/2018 11:52,,,11/24/2018 0:00,11/24/2018 0:00,12/19/2018 10:38,,,
Arianna Espinoza,1367,PRN20180004,2004M4R6,Administrative Revision ,Harvest Four Corners LLC,Harvest - Rosa No1 Compressor Station,12/28/2018 16:58,,,1/27/2019 0:00,1/27/2019 0:00,4/12/2019 14:21,,,
Melinda Owens,1367,PRN20110001,2004M4,Regular-Significant Revision ,Harvest Four Corners LLC,Rosa No1 Compressor Station,1/31/2011 15:20,,2/15/2011 12:45,5/16/2011 0:00,5/16/2011 0:00,3/23/2011 8:53,,,
Samuel Speaker,1369,PRN20110002,1990M3,Notice of Intent ,"Enterprise Field Services, LLC",Enterprise-Manzanares Compressor Station,4/4/2011 10:47,,,5/4/2011 0:00,5/4/2011 0:00,4/26/2011 10:47,,,
Samuel Speaker,1369,PRN20110001,1990M2,Regular-Significant Revision ,"Enterprise Field Services, LLC",Enterprise-Manzanares Compressor Station,3/2/2011 17:09,,3/31/2011 12:10,6/29/2011 0:00,6/29/2011 0:00,,,,4/4/2011 12:12
Teri Waldron,1374,PRN20100001,2031M2R7,Administrative Revision ,Harvest Four Corners LLC,North Crandall Compressor Station,3/1/2010 9:23,,,3/31/2010 0:00,3/31/2010 0:00,3/3/2010 15:07,,,
Teri Waldron,1374,PRN20140001,2031M3R1,Administrative Revision ,Harvest Four Corners LLC,North Crandell Compressor Station,4/1/2014 12:18,,,5/1/2014 0:00,5/1/2014 0:00,5/1/2014 12:18,,,
Mary Gerhart,1374,PRN20160001,1031M3R2,Administrative Revision ,Harvest Four Corners LLC,North Crandell Compressor Station,10/6/2016 15:01,,,11/5/2016 0:00,11/5/2016 0:00,11/1/2016 14:17,,,
Tasha Burns,1374,PRN20170001,2031M3R3,Administrative Revision ,Harvest Four Corners LLC,North Crandell Compressor Station,11/3/2017 11:55,,,12/3/2017 0:00,12/3/2017 0:00,12/12/2017 16:44,,,
Arianna Espinoza,1374,PRN20180001,2031M3R4,Administrative Revision ,Harvest Four Corners LLC,Harvest - North Crandell Compressor Station,11/2/2018 16:00,,,12/2/2018 0:00,12/2/2018 0:00,11/28/2018 9:51,,,
Arianna Espinoza,1374,PRN20190001,2031M3R5,Administrative Revision ,Harvest Four Corners LLC,Harvest - North Crandell Compressor Station,5/14/2019 16:32,,,6/13/2019 0:00,6/13/2019 0:00,5/23/2019 11:43,,,
Coleman Smith,1374,PRN20100002,2031M3,Regular-Significant Revision ,Harvest Four Corners LLC,North Crandell Compressor Station,9/17/2010 13:42,,10/15/2010 11:03,1/13/2011 0:00,1/13/2011 0:00,1/7/2011 8:04,,,
Joseph Mashburn,1374,PRN20200001,2031M4,Regular-Significant Revision ,Harvest Four Corners LLC,Harvest - North Crandell Compressor Station,8/31/2020 13:54,,9/30/2020 13:45,12/29/2020 0:00,12/29/2020 0:00,12/29/2020 15:42,,,
Leslee Kimbrell,1376,PRN20180001,2114R1,Administrative Revision ,Hilcorp Energy Company,McCoy Gc C1/d1 Compressor Station,11/8/2018 13:37,,,12/8/2018 0:00,12/8/2018 0:00,11/8/2018 13:37,,,
Arianna Espinoza,1379,PRN20180001,2187R2,Administrative Revision ,Harvest Four Corners LLC,Harvest - Blanco Main Line Dehydrator,10/1/2018 11:42,,,10/31/2018 0:00,10/31/2018 0:00,12/20/2018 9:04,,,
Walter Whetham,1382,PRN20020001,243M2R3,Administrative Revision ,Halliburton Energy Services Inc - TX,Farmington Cement,8/27/2002 0:00,,,10/15/2002 0:00,10/15/2002 0:00,9/16/2002 0:00,,,2/16/2018 16:37
Kerry Carr,1382,PRN20110001,0243M2R5,Administrative Revision ,Halliburton Energy Services Inc - TX,Baker Hughes - Farmington Cement Blending and Storage Plant,12/6/2011 14:11,,,1/5/2012 0:00,1/5/2012 0:00,1/4/2012 9:46,,,2/16/2018 16:35
Teri Waldron,1382,PRN20180001,0243M2R6,Administrative Revision ,Halliburton Energy Services Inc - TX,Baker Hughes - Farmington Cement Blending and Storage Plant,2/8/2018 16:26,,,3/10/2018 0:00,3/10/2018 0:00,,,,2/16/2018 17:55
Arianna Espinoza,1382,PRN20200001,0243M3R1,Administrative Revision ,Halliburton Energy Services Inc - TX,Halliburton - Farmington Cement Blending and Storage Plant,1/22/2020 11:30,,,2/21/2020 0:00,2/21/2020 0:00,,,,2/19/2020 8:32
Mary Gerhart,1382,PRN20120001,243M3,No Permit Required,Halliburton Energy Services Inc - TX,Baker Hughes - Farmington Cement Blending and Storage Plant,12/30/2011 12:41,,,,,,,1/20/2012 17:46,
Kathleen Primm,1382,PRN20180003,0243M3,Regular-New ,Halliburton Energy Services Inc - TX,Halliburton - Farmington Cement Blending and Storage Plant,8/1/2018 14:33,,8/31/2018 12:19,11/29/2018 0:00,11/29/2018 0:00,11/29/2018 10:30,,,2/19/2020 8:32
Mary Gerhart,1382,PRN20100001,243M2R4,Technical Revision ,Halliburton Energy Services Inc - TX,BJ Services Company - Farmington Cement Blending and Storage Plant,9/23/2010 10:32,,,10/23/2010 0:00,10/23/2010 0:00,10/22/2010 17:36,,,2/16/2018 16:35
Teri Waldron,1387,PRN20110001,2373M2R1,Administrative Revision ,Harvest Four Corners LLC,Glade Compressor Station,3/18/2011 16:50,,,4/17/2011 0:00,4/17/2011 0:00,3/25/2011 16:50,,,
Teri Waldron,1387,PRN20140001,2373M2R1,Administrative Revision ,Harvest Four Corners LLC,Glade Compressor Station,4/1/2014 17:28,,,5/1/2014 0:00,5/1/2014 0:00,4/22/2014 17:28,,,
Teri Waldron,1387,PRN20170001,2373M2R2,Administrative Revision ,Harvest Four Corners LLC,Glade Compressor Station,8/8/2017 12:13,,,9/7/2017 0:00,9/7/2017 0:00,8/14/2017 12:35,,,
Teri Waldron,1387,PRN20170002,2373M2R3,Administrative Revision ,Harvest Four Corners LLC,Glade Compressor Station,9/21/2017 12:57,,,10/21/2017 0:00,10/21/2017 0:00,9/29/2017 13:13,,,
Arianna Espinoza,1387,PRN20180001,2373M2R4,Administrative Revision ,Harvest Four Corners LLC,Glade Compressor Station,10/25/2018 9:40,,,11/24/2018 0:00,11/24/2018 0:00,12/19/2018 10:13,,,
Sandy Spon,1387,PRN20100002,2373M2,Streamline Level 1-Revision,Harvest Four Corners LLC,Glade Compressor Station,11/1/2010 10:58,,12/1/2010 9:03,12/31/2010 0:00,12/31/2010 0:00,12/28/2010 12:52,,,
Kerry Carr,1388,PRN20040001,2374R1,Administrative Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,11/17/2004 10:53,,,,,12/7/2004 10:53,,,12/28/2018 15:03
Marilynn Miller,1388,PRN20060001,2374R2,Administrative Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,8/23/2006 14:20,,,,,9/6/2006 15:19,,,12/28/2018 15:03
Kerry Carr,1388,PRN20100001,2374M1R1,Administrative Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,7/29/2010 14:45,,,8/28/2010 0:00,8/28/2010 0:00,8/26/2010 13:01,,,12/28/2018 15:02
Teri Waldron,1388,PRN20140001,2374M3R1,Administrative Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,4/1/2014 17:00,,,5/1/2014 0:00,5/1/2014 0:00,4/24/2014 17:00,,,12/28/2018 14:59
Arianna Espinoza,1388,PRN20180001,2374M3R2,Administrative Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,10/25/2018 10:00,,,11/24/2018 0:00,11/24/2018 0:00,12/19/2018 10:26,,,12/28/2018 14:59
Arianna Espinoza,1388,PRN20180002,2374M3R3,Administrative Revision ,Harvest Four Corners LLC,Harvest - Lawson Straddle Compressor Station,12/28/2018 13:39,,,1/27/2019 0:00,1/27/2019 0:00,,,,12/28/2018 15:04
John Hall,1388,PRN19990001,2374,Regular-New ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,11/1/1999 0:00,,11/22/1999 0:00,,,12/10/1999 0:00,,,12/28/2018 15:03
Mary Gerhart,1388,PRN20090001,2374M1,Regular-Significant Revision ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,12/28/2009 8:02,,1/26/2010 9:53,4/26/2010 0:00,4/26/2010 0:00,4/23/2010 10:19,,,12/28/2018 15:02
Mary Gerhart,1388,PRN20110001,2374M2,Streamline Level 1-New ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,1/31/2011 12:47,,3/2/2011 10:37,4/1/2011 0:00,4/1/2011 0:00,3/31/2011 10:41,,,12/28/2018 15:01
Mary Gerhart,1388,PRN20120001,2374M3,Streamline Level 1-New ,Harvest Four Corners LLC,Lawson Straddle Compressor Station,12/30/2011 15:17,,1/29/2012 14:49,2/28/2012 0:00,2/28/2012 0:00,2/28/2012 17:47,,,12/28/2018 15:00
Teri Waldron,1389,PRN20140001,2375M2R1,Administrative Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,4/1/2014 16:40,,,5/1/2014 0:00,5/1/2014 0:00,5/1/2014 16:40,,,
Teri Waldron,1389,PRN20150001,2375M2R3,Administrative Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,2/19/2015 14:14,,,3/21/2015 0:00,3/21/2015 0:00,3/10/2015 16:55,,,
Arianna Espinoza,1389,PRN20180002,2375M3R2,Administrative Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,10/25/2018 10:26,,,11/24/2018 0:00,11/24/2018 0:00,12/19/2018 10:36,,,
Arianna Espinoza,1389,PRN20190001,2375M3R3,Administrative Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,9/23/2019 10:09,,,10/23/2019 0:00,10/23/2019 0:00,10/21/2019 10:38,,,
Todd Sherrill,1389,PRN20190002,2375M4,GCP - Oil and Gas,Harvest Four Corners LLC,Richardson Straddle Compressor Station,10/28/2019 14:57,,,11/27/2019 0:00,11/27/2019 0:00,11/27/2019 8:56,,,
Elizabeth Kuehn,1389,PRN20090001,2375M2,Regular-Significant Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,12/21/2009 13:48,,1/20/2010 16:32,4/20/2010 0:00,4/20/2010 0:00,4/19/2010 11:36,,,
Joseph Mashburn,1389,PRN20170001,2375M3,Regular-Significant Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,11/9/2017 14:34,,12/7/2017 14:42,3/7/2018 0:00,3/7/2018 0:00,2/21/2018 9:02,,,
Joseph Mashburn,1389,PRN20180001,2375M3R1,Technical Revision ,Harvest Four Corners LLC,Richardson Straddle Compressor Station,5/18/2018 16:58,,,6/17/2018 0:00,6/17/2018 0:00,5/31/2018 12:15,,,
Teri Waldron,1393,PRN20070001,2392R1,Administrative Revision ,"Exterran Energy Solutions, LP",Exterran Energy - 30-6462 Compressor Station,10/30/2007 10:20,,,11/29/2007 0:00,11/29/2007 0:00,11/2/2007 10:20,,,1/15/2010 16:08
Kerry Carr,1393,PRN20090001,2392R2,Administrative Revision ,"Exterran Energy Solutions, LP",Exterran Energy - 30-6462 Compressor Station,12/16/2009 12:31,,,1/15/2010 0:00,1/15/2010 0:00,,,,1/14/2010 16:09
Arianna Espinoza,1394,PRN20180001,2421R1,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Ute Mountain Compressor Station,10/29/2018 9:18,,,11/28/2018 0:00,11/28/2018 0:00,11/16/2018 16:10,,,
Marvin Mascarenas,1408,PRN20190001,2566M1,Regular-Significant Revision ,PESCO,PESCO - Main Plant,4/12/2019 12:01,,6/24/2019 8:28,9/22/2019 0:00,9/22/2019 0:00,9/20/2019 11:29,,,
Arianna Espinoza,1410,PRN20180001,2588R3,Administrative Revision ,Hilcorp Energy Company,Hilcorp - Quine No2 Wellhead Compressor,10/29/2018 17:32,,,11/28/2018 0:00,11/28/2018 0:00,11/16/2018 14:07,,,
Antonia Tallarico,1411,PRN20130001,2587R1,Administrative Revision ,XTO Energy Inc,Rowland A No1 Wellhead Compressor,3/25/2013 13:34,,,4/24/2013 0:00,4/24/2013 0:00,,,,4/2/2013 16:47
Trais Kliphuis,1412,PRN20030001,2600R2,Administrative Revision ,"Enterprise Field Services, LLC",Pine River Compressor Station,6/23/2003 9:37,,,7/31/2003 0:00,7/31/2003 0:00,7/7/2003 9:37,,,11/18/2020 14:10
Teri Waldron,1412,PRN20030002,2600R3,Administrative Revision ,"Enterprise Field Services, LLC",Pine River Compressor Station,11/3/2004 16:16,,,,,12/29/2004 16:05,,,11/18/2020 14:10
Arianna Espinoza,1412,PRN20200001,2600M3R1,Administrative Revision ,"Enterprise Field Services, LLC",Pine River Compressor Station GCP 1-2600,11/18/2020 16:04,,,12/18/2020 0:00,12/18/2020 0:00,,,,12/18/2020 14:13
Martyne Kieling,1412,PRN20100001,2600M1,GCP1-New ,"Enterprise Field Services, LLC",Pine River Compressor Station GCP 1-2600,11/19/2010 8:07,,,12/19/2010 0:00,12/19/2010 0:00,12/16/2010 12:31,,,12/18/2020 14:08
Martyne Kieling,1412,PRN20110001,GCP1-2600M2,GCP1-Significant Revision ,"Enterprise Field Services, LLC",Pine River Compressor Station GCP 1-2600,3/29/2011 14:46,,,4/28/2011 0:00,4/28/2011 0:00,4/21/2011 14:12,,,11/18/2020 14:06
Martyne Kieling,1412,PRN20120001,2600M3,GCP1-Significant Revision ,"Enterprise Field Services, LLC",Pine River Compressor Station GCP 1-2600,3/19/2012 13:33,,,4/18/2012 0:00,4/18/2012 0:00,4/12/2012 13:22,,,12/18/2020 14:06
Scott Anderson,1412,PRN20020002,2600R1,Notice of Intent ,"Enterprise Field Services, LLC",Pine River Compressor Station,3/8/2002 0:00,,,,,4/5/2002 0:00,,,11/18/2020 14:11
Scott Anderson,1413,PRN20020002,0164M1R1,Administrative Revision ,Schlumberger Technology Corp - Farmington,Farmington Well Services Bulk Facility,7/19/2002 0:00,,,9/20/2002 0:00,9/20/2002 0:00,8/17/2002 0:00,,,10/8/2010 11:13
Teri Waldron,1413,PRN20100001,0164M1R2,Administrative Revision ,Schlumberger Technology Corp - Farmington,Farmington Well Services Bulk Facility,10/1/2010 10:59,,,10/31/2010 0:00,10/31/2010 0:00,,,,10/8/2010 11:01
Walter Whetham,1413,PRN20020001,0164M1,Regular-Significant Revision ,Schlumberger Technology Corp - Farmington,Farmington Well Services Bulk Facility,2/25/2002 0:00,,3/25/2002 0:00,4/24/2002 0:00,4/24/2002 0:00,6/20/2002 0:00,,,10/8/2010 11:13
Arianna Espinoza,1419,PRN20180001,2351R3,Administrative Revision ,Harvest Four Corners LLC,Harvest - Gallegos Canyon Compressor Station,10/1/2018 15:09,,,10/31/2018 0:00,10/31/2018 0:00,12/20/2018 9:22,,,
Teri Waldron,1421,PRN20100001,DC 0063M6R1,Data Correction,Public Service Company of New Mexico (PNM),Public Service Co of New Mexico - San Juan Generating Station,2/1/2010 9:55,,,3/3/2010 0:00,3/3/2010 0:00,2/1/2010 9:55,,,
Joseph Kimbrell,1421,PRN20170001,0063M9R1,PSD - Admin,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,12/18/2017 9:33,,,1/17/2018 0:00,1/17/2018 0:00,1/29/2018 8:03,,,
Joseph Kimbrell,1421,PRN20150001,0063M9,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,1/14/2015 16:09,,2/13/2015 11:16,5/14/2015 0:00,5/14/2015 0:00,5/14/2015 13:34,,,
Unknown,1421,PRN20160001,0063M10,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,9/15/2016 16:18,,10/14/2016 20:56,1/12/2017 20:56,1/12/2017 20:56,,,11/8/2016 14:35,
Joseph Kimbrell,1421,PRN20180002,63M11,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,5/29/2018 14:28,,6/28/2018 21:06,9/26/2018 0:00,9/26/2018 0:00,9/26/2018 17:51,,,
Joseph Kimbrell,1421,PRN20190001,PSD63M12,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,1/4/2019 13:04,,1/22/2019 8:57,4/22/2019 0:00,4/22/2019 0:00,4/17/2019 9:22,,,
Joseph Kimbrell,1421,PRN20200001,PSD63M13,PSD-Minor Modification ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station & Pinon Energy Center,3/17/2020 15:24,4/16/2020 13:42,8/5/2020 14:49,11/3/2020 0:00,11/3/2020 0:00,,,9/29/2020 13:37,
Joseph Kimbrell,1421,PRN20130004,63M8R3,PSD-Tech Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,10/4/2013 15:30,,,11/3/2013 0:00,11/3/2013 0:00,11/1/2013 14:35,,,
Joseph Kimbrell,1421,PRN20180001,0063M9R2,PSD-Tech Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,4/4/2018 15:10,,,5/4/2018 0:00,5/4/2018 0:00,4/9/2018 8:11,,,
Joseph Kimbrell,1421,PRN20110002,0063M7,Regular-Significant Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,9/30/2011 11:48,,10/20/2011 10:36,1/18/2012 0:00,1/18/2012 0:00,12/14/2011 11:17,,,
Joseph Kimbrell,1421,PRN20120001,0063M8,Regular-Significant Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,4/9/2012 9:25,5/9/2012 13:04,6/4/2012 14:41,9/2/2012 0:00,9/2/2012 0:00,8/31/2012 15:13,,,
Elizabeth Kuehn,1421,PRN20130005,0063M8R4,Reopening,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,11/1/2013 14:34,,11/1/2013 14:34,5/3/2015 0:00,5/3/2015 0:00,11/8/2013 14:34,,,
Joseph Kimbrell,1421,PRN20110001,0063M6R2,Technical Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,4/20/2011 8:33,,,5/20/2011 0:00,5/20/2011 0:00,5/16/2011 7:59,,,
Joseph Kimbrell,1421,PRN20130001,0063M8R1,Technical Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,4/26/2013 9:22,,,5/24/2013 0:00,5/24/2013 0:00,5/15/2013 14:46,,,
Joseph Kimbrell,1421,PRN20130002,0063M8R2,Technical Revision ,Public Service Company of New Mexico (PNM),PNM - San Juan Generating Station,5/23/2013 12:56,,,6/22/2013 0:00,6/22/2013 0:00,6/12/2013 7:40,,,
Melinda Owens,1423,PRN20110002,2232M6R1,Administrative Revision ,"Enterprise Field Services, LLC",Rattlesnake Canyon Compressor Station,9/15/2011 12:00,,,10/15/2011 0:00,10/15/2011 0:00,9/30/2011 16:26,,,
Teri Waldron,1423,PRN20120001,2232M7R1,Administrative Revision ,"Enterprise Field Services, LLC",Rattlesnake Canyon Compressor Station,6/28/2012 15:24,,,7/28/2012 0:00,7/28/2012 0:00,7/10/2012 15:24,,,
Melinda Owens,1423,PRN20110001,2232M6,Regular-Significant Revision ,"Enterprise Field Services, LLC",Rattlesnake Canyon Compressor Station,3/2/2011 12:03,,3/23/2011 15:44,6/21/2011 0:00,6/21/2011 0:00,6/13/2011 16:29,,,
Melinda Owens,1423,PRN20110003,2232M7,Regular-Significant Revision ,"Enterprise Field Services, LLC",Rattlesnake Canyon Compressor Station,12/21/2011 16:52,,1/19/2012 15:43,4/18/2012 0:00,4/18/2012 0:00,4/4/2012 14:50,,,
Rhonda Romero,1423,PRN20130002,2232M8,Regular-Significant Revision ,"Enterprise Field Services, LLC",Rattlesnake Canyon Compressor Station,10/22/2013 11:30,,11/21/2013 9:01,2/19/2014 0:00,2/19/2014 0:00,2/19/2014 16:10,,,
