,id,name,type_code,type,status_code,status,ogrid,ogrid_name,district_code,district,county_code,county,ulstr,latitude,longitude,projection,directional_status,details,files,status2,symbology,year_spudded,spud_date,measured_vertical_depth,true_vertical_depth,pool_id_list,effective_date,plug_date,GlobalID,geometry
44423,30-045-11093,NAVAJO TRIBE OF IND F #105,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,O-04-31N-17W,36.924572,-108.6355972,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11093&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110930000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-02-21 00:00:00+00:00,1047.0,1047.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{8414DF70-F57A-4240-B9AD-AD964C83703D},POINT (-108.6355971999999 36.92457200000007)
44426,30-045-25415,NAVAJO TRIBE OF IND F #155,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,H-09-31N-17W,36.9155464,-108.6288605,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25415&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045254150000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-07-12 00:00:00+00:00,922.0,922.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{9E290486-7BA9-4B59-96C1-BB90449F31A4},POINT (-108.6288605 36.91554640000004)
44430,30-045-11121,NAVAJO TRIBE OF IND M #304,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,A-05-31N-17W,36.9363403,-108.647995,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11121&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045111210000&GISReferenceSource=ArcGISOnline,A,OA,1958.0,1958-05-10 00:00:00+00:00,1164.0,1164.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{4BC32B82-AA23-46AB-A29C-778C3A16914C},POINT (-108.647995 36.93634030000004)
44487,30-045-33101,APRIL SURPRISE #009,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,J-31-24N-09W,36.2673836,-107.8266525,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33101&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045331010000&GISReferenceSource=ArcGISOnline,A,OA,2005.0,2005-11-19 00:00:00+00:00,5100.0,5100.0,"[5860] BISTI, S-GALLUP (O)",2005-11-04 00:00:00+00:00,,{72B1B65A-0961-47AE-9503-F5C8B07604A7},POINT (-107.8266525 36.26738360000007)
44558,30-045-25772,NAVAJO TRIBE OF IND F #159,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,K-04-31N-17W,36.9299736,-108.6423264,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25772&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257720000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-08-14 00:00:00+00:00,1121.0,1121.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{55052E0C-1D30-4C84-8864-F8384544E93A},POINT (-108.6423263999999 36.92997360000004)
44561,30-045-20797,NAVAJO AA #019,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,B-19-32N-17W,36.9793472,-108.6721725,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-20797&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045207970000&GISReferenceSource=ArcGISOnline,A,OA,1971.0,1971-06-10 00:00:00+00:00,1385.0,1385.0,"[44700] MANY ROCKS GALLUP, NORTH",2016-09-09 00:00:00+00:00,,{ABE96EF5-EF29-4AC5-B001-BCC63B5C62C5},POINT (-108.6721725 36.97934720000006)
44892,30-045-09911,CLARK KENT #004,O    ,Oil,A,Active,25872,ACTION OIL CO INC,3,Aztec,45,San Juan,I-05-30N-17W,36.8406677,-108.6479568,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-09911&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045099110000&GISReferenceSource=ArcGISOnline,A,OA,1958.0,1958-08-27 00:00:00+00:00,99999.0,99999.0,[53470] SALT CREEK DAKOTA,2003-07-01 00:00:00+00:00,,{72655580-0F7F-434E-A365-B6D6AA31BB72},POINT (-108.6479568 36.84066770000004)
44915,30-045-29419,APRIL SURPRISE #008,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,P-30-24N-09W,36.2795868,-107.822876,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-29419&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045294190000&GISReferenceSource=ArcGISOnline,A,OA,1997.0,1997-01-05 00:00:00+00:00,5280.0,5280.0,[5890] BISTI LOWER-GALLUP (O),1996-10-21 00:00:00+00:00,,{039DE8F7-A92D-494F-AC2E-4CA4CAF3102B},POINT (-107.822876 36.27958680000006)
44941,30-045-24705,NAVAJO TRIBE OF IND F #150,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,K-04-31N-17W,36.9266129,-108.642334,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24705&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045247050000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-02-11 00:00:00+00:00,1135.0,1135.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{646C8A46-A4D3-4D07-ACC0-290B0CB36FC1},POINT (-108.6423339999999 36.92661290000007)
44942,30-045-10984,NAVAJO TRIBE OF IND F #119,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,C-09-31N-17W,36.9209442,-108.6401215,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-10984&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045109840000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-05-01 00:00:00+00:00,1047.0,1047.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{CCA352B8-6E15-41BB-9C6A-0CA5841563DB},POINT (-108.6401215 36.92094420000006)
44968,30-045-20209,KING KONG #001X,O,Oil,A,Active,25872,ACTION OIL CO INC,3,Aztec,45,San Juan,L-04-30N-17W,36.8410797,-108.6462021,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-20209&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045202090000&GISReferenceSource=ArcGISOnline,A,OA,1968.0,1968-01-16 00:00:00+00:00,1077.0,1077.0,[53470] SALT CREEK DAKOTA,2003-07-01 00:00:00+00:00,,{428F622C-36A7-413D-A53C-B5216B6EEDE0},POINT (-108.6462021 36.84107970000008)
44984,30-045-20196,NAVAJO TRIBAL U #009,O,Oil,A,Active,372957,"Tacitus, LLC",3,Aztec,45,San Juan,M-22-26N-18W,36.4681816,-108.7530289,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-20196&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045201960000&GISReferenceSource=ArcGISOnline,A,OA,1967.0,1967-11-26 00:00:00+00:00,6235.0,6235.0,[59400] TOCITO DOME PENN. D (ASSOC.),2018-04-13 00:00:00+00:00,,{D3CD0838-F9C9-4A60-ADBB-FA462A739E29},POINT (-108.7530288999999 36.46818160000004)
45070,30-045-11053,NAVAJO TRIBE OF IND F #103,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,L-04-31N-17W,36.9281883,-108.6446228,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11053&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110530000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-01-07 00:00:00+00:00,1136.0,1136.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{447225E6-FD66-4648-BF94-1776020EA1A6},POINT (-108.6446228 36.92818830000004)
45082,30-045-26461,CARSON UNIT #033,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,J-19-25N-11W,36.3848305,-108.0428543,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26461&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045264610000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-08-26 00:00:00+00:00,5090.0,5090.0,[5890] BISTI LOWER-GALLUP (O),2017-12-06 00:00:00+00:00,,{43AE3F48-0A4D-4712-B546-D37B31FE817F},POINT (-108.0428543 36.38483050000008)
45173,30-045-35487,GOOD TIMES UNIT #301H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,L-17-24N-09W,36.3115158,-107.8203659,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35487&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354870000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-03-13 00:00:00+00:00,10463.0,5337.0,"[5890] BISTI LOWER-GALLUP (O); [98193] GOOD TIMES,  MANCOS",2019-04-01 00:00:00+00:00,,{C04E37DE-7689-4BED-BFCD-E758EA666437},POINT (-107.8203659 36.31151580000005)
45226,30-045-11055,NAVAJO TRIBE OF IND F #104,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,K-04-31N-17W,36.9281921,-108.6401138,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11055&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110550000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-01-30 00:00:00+00:00,1153.0,1153.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{665F0BBF-05D2-4259-AD55-DD7787AF75D1},POINT (-108.6401137999999 36.92819210000005)
45227,30-045-25773,NAVAJO TRIBE OF IND F #160,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,N-04-31N-17W,36.9263535,-108.6378937,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25773&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257730000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-08-17 00:00:00+00:00,1068.0,1068.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{A4E989BE-5C33-434B-AEAD-B9089C52DC23},POINT (-108.6378936999999 36.92635350000006)
45228,30-045-25776,NAVAJO TRIBE OF IND F #147R,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,B-09-31N-17W,36.9225388,-108.6377182,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25776&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257760000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-08-21 00:00:00+00:00,1026.0,1026.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{2A970AAB-11E1-41BD-86F6-7CE9CFDF3C8E},POINT (-108.6377181999999 36.92253880000004)
45230,30-045-25778,NAVAJO TRIBE OF IND F #165,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,H-09-31N-17W,36.9156265,-108.6332245,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25778&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257780000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-09-08 00:00:00+00:00,931.0,931.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{4DC23977-B374-4045-AE29-BF322833290B},POINT (-108.6332245 36.91562650000003)
45245,30-045-35391,ESCRITO H31 2409 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,H-31-24N-09W,36.2722702,-107.822403,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35391&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045353910000&GISReferenceSource=ArcGISOnline,A,OA,2013.0,2013-05-13 00:00:00+00:00,9385.0,4978.0,[5890] BISTI LOWER-GALLUP (O),2019-04-01 00:00:00+00:00,,{FAD00CAA-11FA-4929-8F37-0805BA9BBC7D},POINT (-107.822403 36.27227020000004)
45355,30-045-21840,KING KONG #019,O,Oil,A,Active,25872,ACTION OIL CO INC,3,Aztec,45,San Juan,J-04-30N-17W,36.842907,-108.6341324,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21840&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045218400000&GISReferenceSource=ArcGISOnline,A,OA,1975.0,1975-07-11 00:00:00+00:00,1050.0,1050.0,[53470] SALT CREEK DAKOTA,2003-07-01 00:00:00+00:00,,{AAE0170D-9F3B-4779-BAC3-48C5E6DD8B43},POINT (-108.6341323999999 36.84290700000003)
45381,30-045-25414,NAVAJO TRIBE OF IND F #154,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,A-09-31N-17W,36.9193459,-108.6291046,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25414&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045254140000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-07-10 00:00:00+00:00,970.0,970.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{7D682F31-84F4-4325-8534-8A3775F77CC7},POINT (-108.6291045999999 36.91934590000005)
45383,30-045-11440,NAVAJO AA #010,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,K-17-32N-17W,36.9852867,-108.6593323,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11440&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045114400000&GISReferenceSource=ArcGISOnline,A,OA,1963.0,1963-10-24 00:00:00+00:00,1744.0,1744.0,"[44700] MANY ROCKS GALLUP, NORTH",2016-09-09 00:00:00+00:00,,{8AA05E8C-4FC6-473C-B29B-8B12DF3F9F1E},POINT (-108.6593323 36.98528670000007)
45419,30-045-25413,NAVAJO TRIBE OF IND F #157,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,D-04-31N-17W,36.9336548,-108.642868,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25413&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045254130000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-07-07 00:00:00+00:00,1150.0,1150.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{9E027942-3651-4F3A-9D63-8359875F06BC},POINT (-108.642868 36.93365480000006)
45612,30-045-26769,LOUIE LOUIE #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,L-08-23N-09W,36.2405014,-107.8187485,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26769&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045267690000&GISReferenceSource=ArcGISOnline,A,OA,1987.0,1987-04-08 00:00:00+00:00,4810.0,4810.0,"[5860] BISTI, S-GALLUP (O)",1987-06-01 00:00:00+00:00,,{C8E2B4B0-22DC-44F0-AE67-B4E594BBFA6E},POINT (-107.8187485 36.24050140000003)
45646,30-045-11062,NAVAJO U #002,O,Oil,A,Active,18322,R - J ENTERPRISES,3,Aztec,45,San Juan,I-05-31N-17W,36.9290924,-108.6480026,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11062&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110620000&GISReferenceSource=ArcGISOnline,A,OA,1958.0,1958-11-05 00:00:00+00:00,1171.0,1171.0,[32870] HORSESHOE GALLUP,1900-01-01 00:00:00+00:00,,{4AC07CD8-DB9A-46F6-8E20-49876042E784},POINT (-108.6480026 36.92909240000006)
45686,30-045-23961,NAVAJO TRIBE OF IND F #148,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,B-09-31N-17W,36.9194679,-108.6336517,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-23961&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045239610000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-02-18 00:00:00+00:00,1025.0,1025.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{39755FB5-F82E-4524-85ED-ACF06194A2A0},POINT (-108.6336517 36.91946790000003)
45688,30-045-11035,NAVAJO TRIBE OF IND F #124,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,P-04-31N-17W,36.924572,-108.6310806,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11035&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110350000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-05-14 00:00:00+00:00,1045.0,1045.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{88C8270B-0A05-4DA2-985F-2C517A43FF22},POINT (-108.6310806 36.92457200000007)
45708,30-045-29426,FARFELU #001,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,I-19-25N-11W,36.3839149,-108.0391235,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-29426&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045294260000&GISReferenceSource=ArcGISOnline,A,OA,1996.0,1996-12-05 00:00:00+00:00,7025.0,7025.0,[71599] BASIN DAKOTA (PRORATED GAS),2017-12-06 00:00:00+00:00,,{E5D10FF4-0675-4B40-BCEB-C8F323880ED4},POINT (-108.0391235 36.38391490000004)
45729,30-045-11034,NAVAJO TRIBE OF IND F #110,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,M-03-31N-17W,36.924305,-108.6265717,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11034&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110340000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-03-20 00:00:00+00:00,1048.0,1048.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{462D8EC0-B24B-4025-9D2F-260584687B5F},POINT (-108.6265716999999 36.92430500000006)
45754,30-045-21407,HUERFANO UNIT NP #248,O    ,Oil,A,Active,372171,HILCORP ENERGY COMPANY,3,Aztec,45,San Juan,E-05-26N-09W,36.5203896,-107.8176422,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21407&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045214070000&GISReferenceSource=ArcGISOnline,A,OA,1974.0,1974-05-09 00:00:00+00:00,6174.0,6174.0,[2170] ANGELS PEAK-GALLUP (ASSOCIATED),2017-08-01 00:00:00+00:00,,{F32457BE-5A9F-4EF0-9974-7389BFE28ED3},POINT (-107.8176422 36.52038960000004)
45849,30-045-26228,NAVAJO U #008,O,Oil,A,Active,18322,R - J ENTERPRISES,3,Aztec,45,San Juan,A-08-31N-17W,36.9218483,-108.6480103,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26228&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045262280000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-02-06 00:00:00+00:00,1230.0,1230.0,[32870] HORSESHOE GALLUP,1985-02-06 00:00:00+00:00,,{E5CA05A9-D530-49E7-877A-A0CE686B860C},POINT (-108.6480103 36.92184830000008)
45851,30-045-24708,NAVAJO TRIBE OF IND F #153,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,K-10-31N-17W,36.9119225,-108.6242828,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24708&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045247080000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-02-10 00:00:00+00:00,940.0,940.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{509E6FEA-462B-472E-9273-1428422EE866},POINT (-108.6242827999999 36.91192250000006)
45949,30-045-10982,NAVAJO TRIBE OF IND F #106,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,A-09-31N-17W,36.9209518,-108.6310883,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-10982&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045109820000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-02-28 00:00:00+00:00,1024.0,1024.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{D70088B6-9726-48C9-B869-10661B0EB7D5},POINT (-108.6310883 36.92095180000007)
45950,30-045-10917,NAVAJO TRIBE OF IND F #113,O    ,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,I-09-31N-17W,36.9140282,-108.6306381,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-10917&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045109170000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-04-03 00:00:00+00:00,921.0,921.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{93AF56C0-F705-4D43-9368-04C116617151},POINT (-108.6306380999999 36.91402820000008)
45966,30-045-11063,NAVAJO U #003,O,Oil,A,Active,18322,R - J ENTERPRISES,3,Aztec,45,San Juan,J-05-31N-17W,36.9290848,-108.6525192,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11063&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110630000&GISReferenceSource=ArcGISOnline,A,OA,1958.0,1958-11-09 00:00:00+00:00,1208.0,1208.0,[32870] HORSESHOE GALLUP,1900-01-01 00:00:00+00:00,,{CAF67FC5-CF94-4C69-B4A9-518EF761B009},POINT (-108.6525192 36.92908480000006)
45992,30-045-11056,NAVAJO TRIBE OF IND F #127,O,Oil,A,Active,370260,LAN MA'S OIL AND GAS LLC,3,Aztec,45,San Juan,J-04-31N-17W,36.9281921,-108.6355896,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-11056&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045110560000&GISReferenceSource=ArcGISOnline,A,OA,1959.0,1959-06-21 00:00:00+00:00,1092.0,1092.0,[32870] HORSESHOE GALLUP,2016-09-09 00:00:00+00:00,,{15A34235-832B-4C18-94D3-C0610F97B594},POINT (-108.6355895999999 36.92819210000005)
46018,30-045-21842,KING KONG #015,O,Oil,A,Active,25872,ACTION OIL CO INC,3,Aztec,45,San Juan,G-04-30N-17W,36.845295,-108.6355438,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21842&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045218420000&GISReferenceSource=ArcGISOnline,A,OA,1975.0,1975-07-22 00:00:00+00:00,1074.0,1074.0,[53470] SALT CREEK DAKOTA,2003-07-01 00:00:00+00:00,,{9F10A0EC-89D8-46BB-A765-D51C407CC6EF},POINT (-108.6355438 36.84529500000008)
